square square_hole triangle_hole k
0.105907 0.469294 0.516649 1
0.100551 0.448405 0.516321 2
0.109774 0.479814 0.508567 3
0.141321 0.455558 0.514672 4
0.278371 0.502122 0.517027 5
0.590253 0.470015 0.524854 6
1.48961 0.477577 0.525984 7
4.91117 0.479803 0.833869 8
21.4999 0.523702 1.71695 9
129.303 0.613837 3.94597 10
