square square_hole triangle_hole k
0.10559 0.452481 0.51661 1
0.101829 0.448717 0.51604 2
0.107691 0.474179 0.508292 3
0.109124 0.4507 0.514468 4
0.119976 0.493493 0.516324 5
0.15214 0.462324 0.525136 6
0.189894 0.481096 0.529519 7
0.235897 0.494341 0.518241 8
0.322251 0.506627 0.527274 9
0.440755 0.511248 0.545466 10
