square square_hole triangle_hole k
0.105888 0.470152 0.516659 1
0.116929 0.448175 0.516155 2
0.375124 0.480454 0.508574 3
1.69571 0.455492 0.514545 4
12.1367 0.50197 0.516613 5
194.947 0.466193 0.688973 6
64631.4 0.474672 5.25934 7
nan 0.682478 75.9752 8
342255 3.06291 9127.55 9
2.37962e+08 19.1409 109982 10
